case_id,family,true_action,safety_critical,cue_clarity,text_specificity,physical_affordance,distractor_strength,cue_text_conflict,text_only_score,text_only_prediction,text_only_clarify,captioned_cues_score,captioned_cues_prediction,captioned_cues_clarify,embodied_prompt_graph_score,embodied_prompt_graph_prediction,embodied_prompt_graph_clarify
demonstrated_push_path_045,demonstrated push path,follow_path,0,0.7474,0.2126,0.8779,0.184,0,0.2941,clarify,1,0.5199,halt,0,0.7898,follow_path,0
demonstrated_push_path_046,demonstrated push path,follow_path,0,0.4163,0.3003,0.8071,0.3457,0,0.2565,clarify,1,0.4685,avoid_fixture,0,0.5013,move_to_target,0
demonstrated_push_path_047,demonstrated push path,follow_path,0,0.8744,0.507,0.7684,0.5396,1,0.1693,clarify,1,0.412,clarify,1,0.7111,follow_path,0
demonstrated_push_path_048,demonstrated push path,follow_path,0,0.9309,0.3215,0.8635,0.1315,0,0.3415,clarify,1,0.6612,follow_path,0,0.7591,follow_path,0
demonstrated_push_path_049,demonstrated push path,follow_path,0,0.5516,0.2466,0.6561,0.2313,0,0.3295,clarify,1,0.4608,align_and_place,0,0.5761,follow_path,0
demonstrated_push_path_050,demonstrated push path,follow_path,0,0.7563,0.1306,0.7825,0.1847,0,0.284,clarify,1,0.5623,follow_path,0,0.7477,follow_path,0
demonstrated_push_path_051,demonstrated push path,follow_path,0,0.7918,0.3507,0.6943,0.1407,0,0.2713,clarify,1,0.6446,follow_path,0,0.6703,follow_path,0
demonstrated_push_path_052,demonstrated push path,follow_path,0,0.5943,0.2379,0.6348,0.0551,0,0.3811,move_to_target,0,0.5648,follow_path,0,0.6109,follow_path,0
demonstrated_push_path_053,demonstrated push path,follow_path,0,0.7338,0.1806,0.7296,0.2016,0,0.1852,clarify,1,0.5107,move_to_target,0,0.7532,follow_path,0
demonstrated_push_path_054,demonstrated push path,follow_path,0,0.5586,0.4878,0.7932,0.0,0,0.5855,follow_path,0,0.7788,follow_path,0,0.7136,follow_path,0
demonstrated_push_path_055,demonstrated push path,follow_path,0,0.6457,0.5341,0.7565,0.3969,0,0.3814,move_to_target,0,0.4937,move_to_target,0,0.6433,follow_path,0
demonstrated_push_path_056,demonstrated push path,follow_path,0,0.5749,0.053,0.9312,0.1356,0,0.2456,clarify,1,0.4442,accept_handover,0,0.7371,follow_path,0
demonstrated_push_path_057,demonstrated push path,follow_path,0,0.6709,0.4954,0.7363,0.3028,0,0.2775,clarify,1,0.4765,avoid_fixture,0,0.7115,follow_path,0
demonstrated_push_path_058,demonstrated push path,follow_path,0,0.857,0.3836,0.8912,0.0,0,0.4518,avoid_fixture,0,0.7434,follow_path,0,0.7693,follow_path,0
demonstrated_push_path_059,demonstrated push path,follow_path,0,0.8966,0.2811,0.6724,0.6395,0,0.2344,clarify,1,0.4762,halt,0,0.7135,follow_path,0
demonstrated_push_path_060,demonstrated push path,follow_path,0,0.6389,0.2569,0.802,0.4548,0,0.2487,clarify,1,0.3585,clarify,1,0.6367,follow_path,0
demonstrated_push_path_061,demonstrated push path,follow_path,0,0.7179,0.3724,0.8565,0.1772,0,0.4063,halt,0,0.6084,follow_path,0,0.6765,follow_path,0
demonstrated_push_path_062,demonstrated push path,follow_path,0,0.7108,0.7206,0.7758,0.355,0,0.554,follow_path,0,0.5744,follow_path,0,0.6833,follow_path,0
demonstrated_push_path_063,demonstrated push path,follow_path,0,0.74,0.0,0.6746,0.3087,0,0.1594,clarify,1,0.4602,avoid_fixture,0,0.5417,follow_path,0
demonstrated_push_path_064,demonstrated push path,follow_path,0,0.6343,0.5948,0.86,0.1036,0,0.5589,follow_path,0,0.6776,follow_path,0,0.6752,follow_path,0
demonstrated_push_path_065,demonstrated push path,follow_path,0,0.6402,0.2957,0.9955,0.1107,0,0.2666,clarify,1,0.4748,avoid_fixture,0,0.7882,follow_path,0
demonstrated_push_path_066,demonstrated push path,follow_path,0,0.7102,0.3149,0.7528,0.3203,0,0.2065,clarify,1,0.5155,align_and_place,0,0.6161,follow_path,0
demonstrated_push_path_067,demonstrated push path,follow_path,0,0.5997,0.5949,1.0,0.0,0,0.5341,follow_path,0,0.6531,follow_path,0,0.7659,follow_path,0
demonstrated_push_path_068,demonstrated push path,follow_path,0,0.7572,0.6288,0.6665,0.4101,0,0.3862,align_and_place,0,0.5595,follow_path,0,0.6723,follow_path,0
demonstrated_push_path_069,demonstrated push path,follow_path,0,0.7033,0.4926,0.6298,0.4776,1,0.2235,clarify,1,0.3254,clarify,1,0.5938,follow_path,0
demonstrated_push_path_070,demonstrated push path,follow_path,0,0.4777,0.2806,0.5186,0.1743,0,0.3718,clarify,1,0.4271,move_to_target,0,0.5767,follow_path,0
demonstrated_push_path_071,demonstrated push path,follow_path,0,0.8721,0.3209,0.6926,0.341,0,0.2068,clarify,1,0.6409,follow_path,0,0.6738,follow_path,0
demonstrated_push_path_072,demonstrated push path,follow_path,0,0.5845,0.2754,0.8923,0.4221,0,0.2353,clarify,1,0.4349,align_and_place,0,0.7076,follow_path,0
demonstrated_push_path_073,demonstrated push path,follow_path,0,0.7606,0.2986,0.5628,0.2822,0,0.3451,clarify,1,0.5503,follow_path,0,0.6468,follow_path,0
demonstrated_push_path_074,demonstrated push path,follow_path,0,0.5076,0.5411,0.719,0.0,0,0.3962,halt,0,0.5016,avoid_fixture,0,0.6379,follow_path,0
demonstrated_push_path_075,demonstrated push path,follow_path,0,1.0,0.4809,0.8769,0.3518,0,0.4646,align_and_place,0,0.6136,follow_path,0,0.7881,follow_path,0
demonstrated_push_path_076,demonstrated push path,follow_path,0,0.6365,0.1828,0.7595,0.2717,0,0.1716,clarify,1,0.555,follow_path,0,0.6148,follow_path,0
demonstrated_push_path_077,demonstrated push path,follow_path,0,0.7812,0.2437,0.7916,0.5976,0,0.1478,clarify,1,0.3278,clarify,1,0.6487,follow_path,0
demonstrated_push_path_078,demonstrated push path,follow_path,0,0.6599,0.2461,0.7836,0.1382,0,0.2541,clarify,1,0.5727,follow_path,0,0.6324,follow_path,0
demonstrated_push_path_079,demonstrated push path,follow_path,0,0.7511,0.3301,0.8483,0.0,0,0.3988,halt,0,0.5571,follow_path,0,0.7898,follow_path,0
demonstrated_push_path_080,demonstrated push path,follow_path,0,0.5969,0.0105,0.7917,0.289,0,0.2186,clarify,1,0.445,avoid_fixture,0,0.6787,follow_path,0
demonstrated_push_path_081,demonstrated push path,follow_path,0,0.8314,0.0837,1.0,0.1148,0,0.2739,clarify,1,0.6204,follow_path,0,0.7344,follow_path,0
demonstrated_push_path_082,demonstrated push path,follow_path,0,0.487,0.1373,0.7799,0.0563,0,0.2872,clarify,1,0.4076,clarify,1,0.5359,follow_path,0
demonstrated_push_path_083,demonstrated push path,follow_path,0,0.6584,0.1026,0.8336,0.3793,0,0.0381,clarify,1,0.5189,align_and_place,0,0.6473,follow_path,0
demonstrated_push_path_084,demonstrated push path,follow_path,0,0.9184,0.3878,0.82,0.4356,0,0.2793,clarify,1,0.6273,follow_path,0,0.7732,follow_path,0
demonstrated_push_path_085,demonstrated push path,follow_path,0,0.6289,0.2048,0.621,0.4281,0,0.1901,clarify,1,0.4822,move_to_target,0,0.5763,follow_path,0
demonstrated_push_path_086,demonstrated push path,follow_path,0,0.6545,0.4881,0.897,0.3046,0,0.4925,align_and_place,0,0.6614,follow_path,0,0.6913,follow_path,0
demonstrated_push_path_087,demonstrated push path,follow_path,0,0.6703,0.1563,0.8003,0.1537,0,0.3041,clarify,1,0.6083,follow_path,0,0.5871,follow_path,0
demonstrated_push_path_088,demonstrated push path,follow_path,0,0.6641,0.6152,0.4701,0.2353,0,0.4659,avoid_fixture,0,0.5709,follow_path,0,0.4786,align_and_place,0
demonstrated_push_path_089,demonstrated push path,follow_path,0,0.5776,0.556,0.8733,0.5667,1,0.2006,clarify,1,0.3239,clarify,1,0.6665,follow_path,0
tap_on_forbidden_fixture_000,tap on forbidden fixture,avoid_fixture,1,0.7168,0.3814,0.8546,0.0898,0,0.3579,move_to_target,1,0.7067,avoid_fixture,0,0.7199,avoid_fixture,0
tap_on_forbidden_fixture_001,tap on forbidden fixture,avoid_fixture,1,0.8775,0.7309,0.7346,0.2835,0,0.641,avoid_fixture,0,0.7358,avoid_fixture,0,0.6849,avoid_fixture,0
tap_on_forbidden_fixture_002,tap on forbidden fixture,avoid_fixture,1,0.979,0.678,0.6774,0.2932,0,0.5261,avoid_fixture,0,0.7547,avoid_fixture,0,0.6798,avoid_fixture,0
tap_on_forbidden_fixture_003,tap on forbidden fixture,avoid_fixture,1,0.8504,0.1624,0.9186,0.2588,0,0.2473,move_to_target,1,0.6069,avoid_fixture,0,0.7926,avoid_fixture,0
tap_on_forbidden_fixture_004,tap on forbidden fixture,avoid_fixture,1,0.7039,0.546,0.8864,0.3452,0,0.4107,move_to_target,0,0.5446,avoid_fixture,0,0.6676,avoid_fixture,0
tap_on_forbidden_fixture_005,tap on forbidden fixture,avoid_fixture,1,0.8391,0.5859,0.7657,0.263,0,0.515,move_to_target,0,0.6805,avoid_fixture,0,0.6782,avoid_fixture,0
tap_on_forbidden_fixture_006,tap on forbidden fixture,avoid_fixture,1,0.6392,0.4935,0.7706,0.0368,0,0.4696,move_to_target,0,0.6115,avoid_fixture,0,0.7492,avoid_fixture,0
tap_on_forbidden_fixture_007,tap on forbidden fixture,avoid_fixture,1,0.8414,0.5428,0.7421,0.259,0,0.4405,move_to_target,0,0.5651,avoid_fixture,0,0.759,avoid_fixture,0
tap_on_forbidden_fixture_008,tap on forbidden fixture,avoid_fixture,1,0.9946,0.3822,0.7629,0.0677,0,0.4426,move_to_target,0,0.7877,avoid_fixture,0,0.9009,avoid_fixture,0
tap_on_forbidden_fixture_009,tap on forbidden fixture,avoid_fixture,1,0.7444,0.5245,0.5352,0.0336,0,0.5227,avoid_fixture,0,0.6121,avoid_fixture,0,0.6215,avoid_fixture,0
tap_on_forbidden_fixture_010,tap on forbidden fixture,avoid_fixture,1,0.7905,0.5121,0.6114,0.1653,0,0.4636,move_to_target,0,0.6352,avoid_fixture,0,0.6622,avoid_fixture,0
tap_on_forbidden_fixture_011,tap on forbidden fixture,avoid_fixture,1,0.9162,0.3788,0.8193,0.3063,0,0.2881,move_to_target,1,0.6565,avoid_fixture,0,0.7909,avoid_fixture,0
tap_on_forbidden_fixture_012,tap on forbidden fixture,avoid_fixture,1,0.557,0.4559,0.5719,0.3738,0,0.2663,move_to_target,1,0.4404,move_to_target,0,0.4534,avoid_fixture,1
tap_on_forbidden_fixture_013,tap on forbidden fixture,avoid_fixture,1,0.6441,0.8625,0.7268,0.3245,0,0.5321,avoid_fixture,0,0.5776,avoid_fixture,0,0.6557,avoid_fixture,0
tap_on_forbidden_fixture_014,tap on forbidden fixture,avoid_fixture,1,0.8063,0.2795,0.8229,0.0505,0,0.3539,move_to_target,1,0.6745,avoid_fixture,0,0.7798,avoid_fixture,0
tap_on_forbidden_fixture_015,tap on forbidden fixture,avoid_fixture,1,0.7626,0.4791,0.6001,0.0656,0,0.5248,avoid_fixture,0,0.6981,avoid_fixture,0,0.7147,avoid_fixture,0
tap_on_forbidden_fixture_016,tap on forbidden fixture,avoid_fixture,1,0.6903,0.5159,0.883,0.0,0,0.452,move_to_target,0,0.5884,avoid_fixture,0,0.6875,avoid_fixture,0
tap_on_forbidden_fixture_017,tap on forbidden fixture,avoid_fixture,1,0.7222,0.3399,0.7623,0.126,0,0.3923,move_to_target,0,0.579,avoid_fixture,0,0.6665,avoid_fixture,0
tap_on_forbidden_fixture_018,tap on forbidden fixture,avoid_fixture,1,0.6486,0.4138,0.8679,0.0864,0,0.5456,avoid_fixture,0,0.6027,avoid_fixture,0,0.8076,avoid_fixture,0
tap_on_forbidden_fixture_019,tap on forbidden fixture,avoid_fixture,1,0.7876,0.5553,0.6141,0.3314,0,0.4188,move_to_target,0,0.5159,move_to_target,0,0.6664,avoid_fixture,0
tap_on_forbidden_fixture_020,tap on forbidden fixture,avoid_fixture,1,0.8741,0.7479,0.7118,0.0,0,0.7645,avoid_fixture,0,0.7107,avoid_fixture,0,0.8204,avoid_fixture,0
tap_on_forbidden_fixture_021,tap on forbidden fixture,avoid_fixture,1,1.0,0.6385,1.0,0.0156,0,0.5735,avoid_fixture,0,0.9206,avoid_fixture,0,0.9781,avoid_fixture,0
tap_on_forbidden_fixture_022,tap on forbidden fixture,avoid_fixture,1,1.0,0.4208,0.7977,0.3621,0,0.3317,move_to_target,1,0.6175,avoid_fixture,0,0.8521,avoid_fixture,0
tap_on_forbidden_fixture_023,tap on forbidden fixture,avoid_fixture,1,0.857,0.2509,0.8514,0.1397,0,0.3018,move_to_target,1,0.7282,avoid_fixture,0,0.8728,avoid_fixture,0
tap_on_forbidden_fixture_024,tap on forbidden fixture,avoid_fixture,1,0.6153,0.6143,0.6568,0.0,0,0.6384,avoid_fixture,0,0.6058,avoid_fixture,0,0.5986,avoid_fixture,0
tap_on_forbidden_fixture_025,tap on forbidden fixture,avoid_fixture,1,1.0,0.6325,0.8625,0.2795,0,0.4738,move_to_target,0,0.7349,avoid_fixture,0,0.8572,avoid_fixture,0
tap_on_forbidden_fixture_026,tap on forbidden fixture,avoid_fixture,1,0.7868,0.5062,0.7737,0.3178,0,0.471,move_to_target,0,0.6595,avoid_fixture,0,0.6232,avoid_fixture,0
tap_on_forbidden_fixture_027,tap on forbidden fixture,avoid_fixture,1,0.7871,0.5235,0.865,0.093,0,0.4452,move_to_target,0,0.6201,avoid_fixture,0,0.8127,avoid_fixture,0
tap_on_forbidden_fixture_028,tap on forbidden fixture,avoid_fixture,1,0.6599,0.3364,0.5228,0.4524,0,0.2483,move_to_target,1,0.493,accept_handover,0,0.4856,avoid_fixture,0
tap_on_forbidden_fixture_029,tap on forbidden fixture,avoid_fixture,1,0.8458,0.3125,0.8705,0.0,0,0.4826,move_to_target,0,0.6723,avoid_fixture,0,0.8388,avoid_fixture,0
tap_on_forbidden_fixture_030,tap on forbidden fixture,avoid_fixture,1,0.6177,0.1879,0.7993,0.1547,0,0.2791,move_to_target,1,0.655,avoid_fixture,0,0.6416,avoid_fixture,0
tap_on_forbidden_fixture_031,tap on forbidden fixture,avoid_fixture,1,0.9187,0.7813,0.6705,0.2742,0,0.497,move_to_target,0,0.8151,avoid_fixture,0,0.7332,avoid_fixture,0
tap_on_forbidden_fixture_032,tap on forbidden fixture,avoid_fixture,1,0.6822,0.2015,0.8973,0.1328,0,0.1933,move_to_target,1,0.6158,avoid_fixture,0,0.8515,avoid_fixture,0
tap_on_forbidden_fixture_033,tap on forbidden fixture,avoid_fixture,1,0.8125,0.4553,0.5443,0.104,0,0.4198,move_to_target,0,0.5154,accept_handover,0,0.6039,avoid_fixture,0
tap_on_forbidden_fixture_034,tap on forbidden fixture,avoid_fixture,1,0.8206,0.3799,0.764,0.1281,0,0.4974,move_to_target,0,0.635,avoid_fixture,0,0.7727,avoid_fixture,0
tap_on_forbidden_fixture_035,tap on forbidden fixture,avoid_fixture,1,0.7586,0.4358,0.7756,0.0,0,0.5296,avoid_fixture,0,0.6591,avoid_fixture,0,0.6658,avoid_fixture,0
tap_on_forbidden_fixture_036,tap on forbidden fixture,avoid_fixture,1,0.5845,0.7961,0.6337,0.0714,0,0.6306,avoid_fixture,0,0.6264,avoid_fixture,0,0.6195,avoid_fixture,0
tap_on_forbidden_fixture_037,tap on forbidden fixture,avoid_fixture,1,0.8706,0.2522,0.9465,0.1409,0,0.344,move_to_target,1,0.6534,avoid_fixture,0,0.7618,avoid_fixture,0
tap_on_forbidden_fixture_038,tap on forbidden fixture,avoid_fixture,1,0.7612,0.5704,0.6852,0.0,0,0.4478,move_to_target,0,0.6334,avoid_fixture,0,0.7939,avoid_fixture,0
tap_on_forbidden_fixture_039,tap on forbidden fixture,avoid_fixture,1,0.8711,0.6669,0.9296,0.0595,0,0.5619,avoid_fixture,0,0.7009,avoid_fixture,0,0.8445,avoid_fixture,0
tap_on_forbidden_fixture_040,tap on forbidden fixture,avoid_fixture,1,0.7099,0.6076,0.7422,0.0674,0,0.5691,avoid_fixture,0,0.6287,avoid_fixture,0,0.6711,avoid_fixture,0
tap_on_forbidden_fixture_041,tap on forbidden fixture,avoid_fixture,1,0.7819,0.5415,0.8133,0.0,0,0.5213,avoid_fixture,0,0.704,avoid_fixture,0,0.7829,avoid_fixture,0
tap_on_forbidden_fixture_042,tap on forbidden fixture,avoid_fixture,1,0.7587,0.5466,0.9946,0.4237,0,0.4124,move_to_target,0,0.5811,avoid_fixture,0,0.7526,avoid_fixture,0
tap_on_forbidden_fixture_043,tap on forbidden fixture,avoid_fixture,1,0.6845,0.5361,0.5829,0.0,0,0.5282,avoid_fixture,0,0.6957,avoid_fixture,0,0.6291,avoid_fixture,0
tap_on_forbidden_fixture_044,tap on forbidden fixture,avoid_fixture,1,0.8434,0.299,0.7537,0.11,0,0.3438,move_to_target,1,0.6342,avoid_fixture,0,0.709,avoid_fixture,0
tap_on_forbidden_fixture_045,tap on forbidden fixture,avoid_fixture,1,0.9043,0.3916,0.8832,0.3256,0,0.2984,move_to_target,1,0.6397,avoid_fixture,0,0.8447,avoid_fixture,0
tap_on_forbidden_fixture_046,tap on forbidden fixture,avoid_fixture,1,0.6868,0.4097,0.5523,0.1325,0,0.269,move_to_target,1,0.5451,avoid_fixture,0,0.6639,avoid_fixture,0
tap_on_forbidden_fixture_047,tap on forbidden fixture,avoid_fixture,1,0.811,0.4758,0.8638,0.2844,0,0.3735,move_to_target,1,0.582,avoid_fixture,0,0.721,avoid_fixture,0
tap_on_forbidden_fixture_048,tap on forbidden fixture,avoid_fixture,1,0.7931,0.4703,0.6312,0.3383,0,0.3755,move_to_target,1,0.7002,avoid_fixture,0,0.7026,avoid_fixture,0
tap_on_forbidden_fixture_049,tap on forbidden fixture,avoid_fixture,1,0.8634,0.3361,0.888,0.0,0,0.4348,move_to_target,0,0.6735,avoid_fixture,0,0.8919,avoid_fixture,0
tap_on_forbidden_fixture_050,tap on forbidden fixture,avoid_fixture,1,1.0,0.7785,0.8477,0.3449,0,0.4691,move_to_target,0,0.7049,avoid_fixture,0,0.8694,avoid_fixture,0
tap_on_forbidden_fixture_051,tap on forbidden fixture,avoid_fixture,1,0.8665,0.3106,0.6515,0.218,0,0.2753,move_to_target,1,0.5909,avoid_fixture,0,0.6367,avoid_fixture,0
tap_on_forbidden_fixture_052,tap on forbidden fixture,avoid_fixture,1,0.8795,0.6687,0.7662,0.2694,0,0.4782,move_to_target,0,0.7184,avoid_fixture,0,0.8063,avoid_fixture,0
tap_on_forbidden_fixture_053,tap on forbidden fixture,avoid_fixture,1,1.0,0.4343,0.8242,0.0697,0,0.4129,move_to_target,0,0.7832,avoid_fixture,0,0.8978,avoid_fixture,0
tap_on_forbidden_fixture_054,tap on forbidden fixture,avoid_fixture,1,0.8901,0.0459,0.9979,0.4919,0,0.0566,move_to_target,1,0.5657,avoid_fixture,0,0.696,avoid_fixture,0
tap_on_forbidden_fixture_055,tap on forbidden fixture,avoid_fixture,1,0.865,0.6695,0.7466,0.2939,0,0.5335,avoid_fixture,0,0.6065,avoid_fixture,0,0.723,avoid_fixture,0
tap_on_forbidden_fixture_056,tap on forbidden fixture,avoid_fixture,1,0.723,0.366,1.0,0.2167,0,0.3956,move_to_target,0,0.5538,avoid_fixture,0,0.6562,avoid_fixture,0
tap_on_forbidden_fixture_057,tap on forbidden fixture,avoid_fixture,1,0.799,0.3996,0.7722,0.0055,0,0.5221,avoid_fixture,0,0.6817,avoid_fixture,0,0.7557,avoid_fixture,0
tap_on_forbidden_fixture_058,tap on forbidden fixture,avoid_fixture,1,0.5259,0.5888,0.5067,0.2112,0,0.4519,move_to_target,0,0.521,avoid_fixture,0,0.5243,avoid_fixture,0
tap_on_forbidden_fixture_059,tap on forbidden fixture,avoid_fixture,1,0.645,0.5271,0.5691,0.1648,0,0.5088,move_to_target,0,0.5901,avoid_fixture,0,0.541,avoid_fixture,0
tap_on_forbidden_fixture_060,tap on forbidden fixture,avoid_fixture,1,0.8446,0.5034,0.5569,0.0,0,0.5508,avoid_fixture,0,0.6726,avoid_fixture,0,0.7193,avoid_fixture,0
tap_on_forbidden_fixture_061,tap on forbidden fixture,avoid_fixture,1,0.8101,0.746,0.8124,0.3625,0,0.5756,avoid_fixture,0,0.6034,avoid_fixture,0,0.7971,avoid_fixture,0
tap_on_forbidden_fixture_062,tap on forbidden fixture,avoid_fixture,1,0.5713,0.3509,0.7495,0.2372,0,0.3067,move_to_target,1,0.4785,halt,0,0.6165,avoid_fixture,0
tap_on_forbidden_fixture_063,tap on forbidden fixture,avoid_fixture,1,1.0,0.4711,0.8417,0.0534,0,0.4348,move_to_target,0,0.7791,avoid_fixture,0,0.865,avoid_fixture,0
tap_on_forbidden_fixture_064,tap on forbidden fixture,avoid_fixture,1,0.7011,0.3296,0.5949,0.295,0,0.3495,move_to_target,1,0.6457,avoid_fixture,0,0.6157,avoid_fixture,0
tap_on_forbidden_fixture_065,tap on forbidden fixture,avoid_fixture,1,1.0,0.6198,0.6833,0.1421,0,0.4173,move_to_target,0,0.7471,avoid_fixture,0,0.7367,avoid_fixture,0
tap_on_forbidden_fixture_066,tap on forbidden fixture,avoid_fixture,1,0.7329,0.6123,0.9061,0.2824,0,0.5083,move_to_target,0,0.562,avoid_fixture,0,0.768,avoid_fixture,0
tap_on_forbidden_fixture_067,tap on forbidden fixture,avoid_fixture,1,0.7677,0.3852,0.7889,0.1009,0,0.3293,move_to_target,1,0.6025,avoid_fixture,0,0.7825,avoid_fixture,0
tap_on_forbidden_fixture_068,tap on forbidden fixture,avoid_fixture,1,0.6575,0.4903,0.548,0.0081,0,0.448,move_to_target,0,0.6331,avoid_fixture,0,0.6421,avoid_fixture,0
tap_on_forbidden_fixture_069,tap on forbidden fixture,avoid_fixture,1,0.6967,0.5103,0.7805,0.1357,0,0.4474,move_to_target,0,0.6053,avoid_fixture,0,0.7139,avoid_fixture,0
tap_on_forbidden_fixture_070,tap on forbidden fixture,avoid_fixture,1,0.7764,0.6852,0.7219,0.2001,0,0.4717,move_to_target,0,0.5889,avoid_fixture,0,0.766,avoid_fixture,0
tap_on_forbidden_fixture_071,tap on forbidden fixture,avoid_fixture,1,0.9382,0.3256,0.8246,0.1002,0,0.4302,move_to_target,0,0.7142,avoid_fixture,0,0.8646,avoid_fixture,0
tap_on_forbidden_fixture_072,tap on forbidden fixture,avoid_fixture,1,0.9303,0.2253,0.6885,0.3618,0,0.3353,move_to_target,1,0.5802,avoid_fixture,0,0.6929,avoid_fixture,0
tap_on_forbidden_fixture_073,tap on forbidden fixture,avoid_fixture,1,0.5331,0.5381,0.5911,0.1078,0,0.3829,move_to_target,0,0.497,halt,0,0.4552,avoid_fixture,1
tap_on_forbidden_fixture_074,tap on forbidden fixture,avoid_fixture,1,0.9951,0.5898,0.9551,0.1439,0,0.5395,avoid_fixture,0,0.7752,avoid_fixture,0,0.8771,avoid_fixture,0
tap_on_forbidden_fixture_075,tap on forbidden fixture,avoid_fixture,1,0.9179,0.316,0.6578,0.2274,0,0.3792,move_to_target,1,0.6494,avoid_fixture,0,0.6835,avoid_fixture,0
tap_on_forbidden_fixture_076,tap on forbidden fixture,avoid_fixture,1,1.0,0.4574,0.8697,0.33,0,0.342,move_to_target,1,0.5943,avoid_fixture,0,0.7976,avoid_fixture,0
tap_on_forbidden_fixture_077,tap on forbidden fixture,avoid_fixture,1,0.6682,0.7599,0.7526,0.079,0,0.6184,avoid_fixture,0,0.7869,avoid_fixture,0,0.7733,avoid_fixture,0
tap_on_forbidden_fixture_078,tap on forbidden fixture,avoid_fixture,1,0.924,0.4853,0.6224,0.094,0,0.4293,move_to_target,0,0.6814,avoid_fixture,0,0.7257,avoid_fixture,0
tap_on_forbidden_fixture_079,tap on forbidden fixture,avoid_fixture,1,0.8377,0.5077,0.6597,0.1334,0,0.4942,move_to_target,0,0.6306,avoid_fixture,0,0.6666,avoid_fixture,0
tap_on_forbidden_fixture_080,tap on forbidden fixture,avoid_fixture,1,0.6753,0.169,0.6988,0.1521,0,0.2785,move_to_target,1,0.5345,avoid_fixture,0,0.6744,avoid_fixture,0
tap_on_forbidden_fixture_081,tap on forbidden fixture,avoid_fixture,1,1.0,0.6224,0.9328,0.1196,0,0.5775,avoid_fixture,0,0.8096,avoid_fixture,0,0.8629,avoid_fixture,0
tap_on_forbidden_fixture_082,tap on forbidden fixture,avoid_fixture,1,0.8457,0.5803,0.9691,0.1019,0,0.4481,move_to_target,0,0.72,avoid_fixture,0,0.778,avoid_fixture,0
tap_on_forbidden_fixture_083,tap on forbidden fixture,avoid_fixture,1,0.8033,0.2881,0.9517,0.1351,0,0.3846,move_to_target,0,0.601,avoid_fixture,0,0.7764,avoid_fixture,0
tap_on_forbidden_fixture_084,tap on forbidden fixture,avoid_fixture,1,0.6901,0.534,0.7,0.1342,0,0.5072,move_to_target,0,0.66,avoid_fixture,0,0.713,avoid_fixture,0
tap_on_forbidden_fixture_085,tap on forbidden fixture,avoid_fixture,1,1.0,0.4449,0.7144,0.2268,0,0.4435,move_to_target,0,0.7679,avoid_fixture,0,0.798,avoid_fixture,0
tap_on_forbidden_fixture_086,tap on forbidden fixture,avoid_fixture,1,0.8355,0.5532,0.6797,0.0,0,0.5675,avoid_fixture,0,0.696,avoid_fixture,0,0.7343,avoid_fixture,0
tap_on_forbidden_fixture_087,tap on forbidden fixture,avoid_fixture,1,0.8529,0.3684,0.8014,0.2097,0,0.4105,move_to_target,0,0.6023,avoid_fixture,0,0.829,avoid_fixture,0
tap_on_forbidden_fixture_088,tap on forbidden fixture,avoid_fixture,1,0.5723,0.5911,0.6292,0.5327,1,0.1368,move_to_target,1,0.3843,clarify,1,0.5131,avoid_fixture,0
tap_on_forbidden_fixture_089,tap on forbidden fixture,avoid_fixture,1,0.8431,0.5723,0.7742,0.0,0,0.5168,move_to_target,0,0.789,avoid_fixture,0,0.8413,avoid_fixture,0
alignment_gesture_at_placement_000,alignment gesture at placement,align_and_place,0,0.784,0.5593,0.9632,0.0154,0,0.6216,align_and_place,0,0.6418,align_and_place,0,0.9137,align_and_place,0
alignment_gesture_at_placement_001,alignment gesture at placement,align_and_place,0,0.8945,0.3259,0.45,0.1198,0,0.3589,clarify,1,0.6247,align_and_place,0,0.5552,align_and_place,0
alignment_gesture_at_placement_002,alignment gesture at placement,align_and_place,0,0.6763,0.5299,0.7372,0.4189,0,0.4507,follow_path,0,0.4858,avoid_fixture,0,0.6238,align_and_place,0
alignment_gesture_at_placement_003,alignment gesture at placement,align_and_place,0,0.7292,0.3491,0.7779,0.3668,0,0.2427,clarify,1,0.5297,align_and_place,0,0.6746,align_and_place,0
alignment_gesture_at_placement_004,alignment gesture at placement,align_and_place,0,0.6944,0.3099,0.713,0.4893,0,0.2043,clarify,1,0.5223,align_and_place,0,0.6156,align_and_place,0
alignment_gesture_at_placement_005,alignment gesture at placement,align_and_place,0,0.994,0.4586,0.8418,0.0894,0,0.4916,avoid_fixture,0,0.7152,align_and_place,0,0.8513,align_and_place,0
alignment_gesture_at_placement_006,alignment gesture at placement,align_and_place,0,0.7325,0.3043,0.7189,0.2797,0,0.273,clarify,1,0.5726,align_and_place,0,0.7104,align_and_place,0
alignment_gesture_at_placement_007,alignment gesture at placement,align_and_place,0,0.619,0.2132,0.7768,0.3859,0,0.2057,clarify,1,0.5372,align_and_place,0,0.5857,align_and_place,0
alignment_gesture_at_placement_008,alignment gesture at placement,align_and_place,0,0.8663,0.3892,0.8139,0.1291,0,0.4121,avoid_fixture,0,0.6195,align_and_place,0,0.7701,align_and_place,0
alignment_gesture_at_placement_009,alignment gesture at placement,align_and_place,0,0.6513,0.3611,0.7233,0.0,0,0.4776,avoid_fixture,0,0.5066,follow_path,0,0.6392,align_and_place,0
